CustomerID,TenureMonths,MonthlySpend,SupportTickets,ContractType,Churn,TotalSpend
762,23,176,8,Annual,No,4048
763,29,58,0,Monthly,Yes,1682
764,43,147,8,Monthly,No,6321
765,11,107,9,Two-Year,No,1177
766,18,45,6,Monthly,No,810
767,47,36,3,Monthly,No,1692
768,12,90,2,Annual,Yes,1080
769,9,32,9,Monthly,No,288
770,10,88,5,Two-Year,No,880
771,58,45,0,Annual,Yes,2610
772,44,68,2,Two-Year,Yes,2992
773,17,26,1,Monthly,No,442
774,38,77,8,Two-Year,No,2926
775,7,68,2,Two-Year,No,476
776,46,122,1,Monthly,Yes,5612
777,13,72,3,Monthly,No,936
778,40,81,1,Annual,No,3240
779,42,36,0,Annual,Yes,1512
780,9,190,5,Annual,No,1710
781,50,44,9,Monthly,Yes,2200
782,27,150,7,Two-Year,No,4050
783,58,48,9,Two-Year,No,2784
784,2,136,9,Annual,No,272
785,5,179,1,Annual,Yes,895
786,29,45,8,Monthly,No,1305
787,37,143,2,Two-Year,No,5291
788,38,163,7,Annual,No,6194
789,19,44,7,Monthly,Yes,836
790,8,73,2,Annual,Yes,584
791,48,175,2,Monthly,No,8400
792,45,92,5,Two-Year,No,4140
793,1,139,0,Monthly,Yes,139
794,22,75,3,Annual,No,1650
795,52,84,0,Annual,No,4368
796,17,112,2,Two-Year,No,1904
797,7,105,8,Two-Year,No,735
798,25,99,4,Annual,No,2475
799,45,188,4,Annual,Yes,8460
800,4,127,3,Annual,Yes,508
801,36,198,2,Two-Year,No,7128
802,6,137,4,Annual,No,822
803,31,176,3,Two-Year,No,5456
804,19,102,7,Annual,No,1938
805,44,166,3,Monthly,No,7304
806,54,188,7,Monthly,Yes,10152
807,39,192,5,Annual,No,7488
808,27,34,4,Monthly,No,918
809,10,150,3,Two-Year,No,1500
810,26,158,3,Monthly,No,4108
811,19,193,3,Monthly,No,3667
812,39,49,8,Two-Year,No,1911
813,3,76,3,Monthly,Yes,228
814,45,165,8,Monthly,Yes,7425
815,13,198,9,Annual,No,2574
816,50,147,5,Two-Year,No,7350
817,28,67,9,Two-Year,Yes,1876
818,58,155,6,Annual,No,8990
819,20,41,9,Annual,No,820
820,28,25,2,Monthly,No,700
821,8,123,7,Monthly,No,984
822,41,55,2,Monthly,No,2255
823,39,98,0,Annual,Yes,3822
824,1,135,9,Two-Year,No,135
825,3,76,4,Monthly,No,228
826,13,68,1,Annual,Yes,884
827,28,192,9,Two-Year,No,5376
828,57,101,5,Annual,No,5757
829,49,85,9,Monthly,No,4165
830,25,96,8,Annual,No,2400
831,56,64,0,Annual,No,3584
832,33,98,3,Annual,No,3234
833,38,39,0,Annual,Yes,1482
834,53,142,0,Two-Year,No,7526
835,6,86,7,Monthly,No,516
836,58,102,1,Two-Year,Yes,5916
837,44,22,0,Annual,No,968
838,45,83,7,Annual,No,3735
839,32,59,3,Monthly,No,1888
840,45,78,2,Monthly,Yes,3510
841,47,81,3,Two-Year,No,3807
842,21,151,4,Two-Year,Yes,3171
843,16,79,0,Monthly,No,1264
844,54,135,0,Two-Year,No,7290
845,21,94,2,Annual,No,1974
846,11,141,5,Annual,No,1551
847,37,126,0,Monthly,Yes,4662
848,36,115,1,Two-Year,No,4140
849,35,110,6,Annual,No,3850
850,19,177,0,Monthly,No,3363
851,20,149,6,Two-Year,No,2980
852,57,81,3,Annual,Yes,4617
853,18,68,9,Two-Year,Yes,1224
854,47,156,5,Two-Year,Yes,7332
855,41,111,7,Two-Year,No,4551
856,49,178,8,Monthly,Yes,8722
857,14,143,5,Annual,Yes,2002
858,15,80,8,Monthly,No,1200
859,31,67,3,Annual,No,2077
860,1,172,5,Annual,No,172
861,53,183,7,Monthly,No,9699
862,54,155,8,Monthly,No,8370
863,54,77,2,Annual,No,4158
864,3,120,1,Annual,No,360
865,16,131,5,Annual,No,2096
866,23,192,3,Two-Year,Yes,4416
867,57,81,0,Annual,Yes,4617
868,11,58,7,Monthly,No,638
869,12,77,8,Monthly,No,924
870,10,118,8,Monthly,No,1180
871,32,63,1,Annual,No,2016
872,16,48,8,Annual,Yes,768
873,8,78,6,Two-Year,No,624
874,38,90,4,Two-Year,No,3420
875,12,111,6,Monthly,No,1332
876,24,28,8,Two-Year,Yes,672
877,28,146,7,Two-Year,Yes,4088
878,53,153,5,Monthly,No,8109
879,8,176,3,Annual,No,1408
880,58,164,0,Two-Year,Yes,9512
881,28,163,5,Annual,Yes,4564
882,36,150,2,Monthly,No,5400
883,26,40,5,Monthly,No,1040
884,8,83,5,Two-Year,Yes,664
885,58,109,3,Monthly,No,6322
886,50,55,1,Monthly,No,2750
887,28,81,8,Monthly,No,2268
888,28,189,1,Two-Year,No,5292
889,37,95,2,Two-Year,No,3515
890,41,189,9,Two-Year,No,7749
891,36,32,0,Monthly,No,1152
892,27,30,6,Annual,No,810
893,54,73,0,Monthly,No,3942
894,17,35,8,Two-Year,No,595
895,9,27,0,Annual,No,243
896,33,123,4,Annual,Yes,4059
897,53,78,6,Two-Year,No,4134
898,20,76,2,Annual,No,1520
899,13,59,8,Annual,No,767
900,28,149,7,Two-Year,No,4172
901,48,113,2,Annual,Yes,5424
902,29,157,4,Annual,No,4553
903,13,63,6,Two-Year,No,819
904,46,158,3,Annual,No,7268
905,35,99,4,Annual,No,3465
906,6,100,2,Annual,No,600
907,18,21,8,Annual,No,378
908,51,197,9,Two-Year,No,10047
909,5,159,8,Monthly,No,795
910,47,134,6,Monthly,No,6298
911,25,109,9,Annual,No,2725
912,2,42,1,Two-Year,No,84
913,10,165,6,Two-Year,Yes,1650
914,56,81,6,Annual,No,4536
915,30,132,4,Monthly,No,3960
916,50,147,8,Annual,No,7350
917,59,81,2,Two-Year,No,4779
918,45,57,3,Two-Year,No,2565
919,5,185,0,Monthly,No,925
920,55,80,5,Two-Year,No,4400
921,56,148,3,Two-Year,No,8288
922,33,192,0,Two-Year,Yes,6336
923,54,175,1,Monthly,No,9450
924,1,168,2,Two-Year,No,168
925,18,141,8,Annual,No,2538
926,32,129,7,Monthly,No,4128
927,47,32,6,Annual,No,1504
928,49,174,3,Annual,No,8526
929,11,119,0,Monthly,Yes,1309
930,21,154,7,Annual,No,3234
931,26,41,3,Monthly,No,1066
932,25,93,2,Annual,No,2325
933,22,151,8,Monthly,No,3322
934,59,42,9,Two-Year,No,2478
935,27,138,3,Two-Year,No,3726
936,49,89,3,Annual,No,4361
937,13,103,8,Two-Year,No,1339
938,33,120,1,Monthly,No,3960
939,34,103,4,Annual,No,3502
940,41,180,3,Two-Year,Yes,7380
941,35,47,8,Two-Year,Yes,1645
942,1,155,4,Annual,Yes,155
943,21,20,8,Two-Year,Yes,420
944,48,184,8,Two-Year,Yes,8832
945,55,82,1,Annual,Yes,4510
946,6,41,8,Two-Year,Yes,246
947,28,89,2,Two-Year,No,2492
948,17,144,3,Two-Year,No,2448
949,5,168,0,Two-Year,No,840
950,31,115,0,Annual,Yes,3565
951,5,182,0,Monthly,No,910
952,38,98,8,Monthly,No,3724
953,3,24,7,Two-Year,Yes,72
954,53,79,4,Two-Year,No,4187
955,23,139,4,Monthly,No,3197
956,37,65,8,Two-Year,No,2405
957,53,197,2,Monthly,No,10441
958,37,195,2,Annual,No,7215
959,10,153,6,Annual,No,1530
960,10,75,8,Annual,Yes,750
961,19,129,5,Annual,Yes,2451
962,17,176,1,Annual,No,2992
963,21,123,0,Annual,Yes,2583
964,14,96,1,Monthly,Yes,1344
965,9,165,0,Two-Year,No,1485
966,46,21,9,Monthly,No,966
967,1,27,9,Annual,Yes,27
968,51,94,8,Two-Year,No,4794
969,45,144,9,Two-Year,No,6480
970,13,57,7,Annual,No,741
971,4,195,6,Annual,Yes,780
972,1,46,2,Annual,No,46
973,49,39,7,Annual,No,1911
974,40,159,1,Annual,No,6360
975,32,62,1,Annual,Yes,1984
976,34,50,9,Two-Year,No,1700
977,28,110,2,Annual,No,3080
978,31,80,6,Annual,Yes,2480
979,8,128,0,Two-Year,No,1024
980,39,110,7,Monthly,Yes,4290
981,26,182,6,Annual,No,4732
982,58,114,3,Two-Year,Yes,6612
983,34,162,4,Two-Year,No,5508
984,54,163,9,Monthly,No,8802
985,54,32,0,Annual,No,1728
986,3,132,3,Annual,No,396
987,59,54,0,Annual,Yes,3186
988,50,168,0,Two-Year,No,8400
989,12,177,9,Annual,No,2124
990,1,67,0,Annual,Yes,67
991,54,54,6,Annual,No,2916
992,44,105,6,Annual,Yes,4620
993,5,185,3,Monthly,No,925
994,30,178,1,Monthly,No,5340
995,30,171,2,Monthly,Yes,5130
996,59,133,7,Annual,No,7847
997,57,196,7,Annual,No,11172
998,17,119,5,Two-Year,No,2023
999,48,179,9,Two-Year,No,8592
1000,47,118,8,Two-Year,Yes,5546
1001,23,22,8,Annual,No,506
1002,15,104,3,Monthly,No,1560
1003,37,144,0,Monthly,Yes,5328
1004,21,157,0,Monthly,No,3297
1005,14,102,9,Annual,Yes,1428
1006,2,44,4,Monthly,No,88
1007,11,87,1,Two-Year,No,957
1008,51,80,5,Two-Year,No,4080
1009,39,48,6,Monthly,No,1872
1010,38,146,0,Two-Year,No,5548
1011,34,38,5,Monthly,No,1292
1012,38,190,7,Monthly,No,7220
1013,50,93,4,Two-Year,No,4650
1014,34,80,6,Two-Year,No,2720
1015,18,190,9,Two-Year,No,3420
1016,30,172,5,Two-Year,Yes,5160
1017,15,39,3,Monthly,No,585
1018,27,67,6,Two-Year,No,1809
1019,51,106,9,Two-Year,No,5406
1020,34,171,8,Annual,Yes,5814
1021,52,158,9,Two-Year,Yes,8216
1022,57,129,9,Two-Year,No,7353
1023,38,47,6,Monthly,No,1786
1024,33,78,4,Monthly,No,2574
1025,24,152,6,Annual,No,3648
1026,15,70,2,Two-Year,No,1050
1027,30,168,1,Two-Year,No,5040
1028,55,31,4,Two-Year,No,1705
1029,42,69,3,Two-Year,No,2898
1030,51,151,4,Two-Year,Yes,7701
1031,17,132,7,Two-Year,Yes,2244
1032,5,189,3,Annual,No,945
1033,29,185,8,Two-Year,No,5365
1034,4,172,6,Two-Year,Yes,688
1035,10,33,9,Two-Year,No,330
1036,56,51,6,Annual,Yes,2856
1037,17,158,7,Two-Year,No,2686
1038,10,165,5,Annual,Yes,1650
1039,17,174,7,Monthly,No,2958
1040,20,74,2,Two-Year,Yes,1480
1041,24,139,9,Annual,No,3336
1042,5,94,9,Monthly,No,470
1043,34,40,0,Annual,Yes,1360
1044,6,191,5,Annual,No,1146
1045,53,152,0,Monthly,Yes,8056
1046,2,106,8,Two-Year,No,212
1047,13,188,1,Two-Year,No,2444
1048,43,78,1,Annual,No,3354
1049,43,108,6,Monthly,No,4644
1050,48,169,1,Two-Year,No,8112
1051,11,102,9,Annual,Yes,1122
1052,51,84,7,Monthly,No,4284
1053,47,83,5,Annual,No,3901
1054,57,90,6,Monthly,No,5130
1055,23,23,6,Two-Year,Yes,529
1056,55,162,5,Two-Year,No,8910
1057,16,123,9,Annual,No,1968
1058,31,169,8,Two-Year,No,5239
1059,11,194,8,Two-Year,No,2134
1060,54,112,6,Monthly,No,6048
1061,16,193,8,Two-Year,No,3088
1062,8,161,9,Monthly,Yes,1288
1063,4,197,2,Monthly,No,788
1064,40,167,2,Annual,Yes,6680
1065,4,197,0,Monthly,No,788
1066,56,131,4,Two-Year,No,7336
1067,25,180,3,Monthly,No,4500
1068,3,138,1,Monthly,No,414
1069,32,78,8,Annual,No,2496
1070,3,62,2,Two-Year,No,186
1071,27,31,7,Two-Year,No,837
1072,29,59,5,Two-Year,No,1711
1073,32,137,4,Monthly,No,4384
1074,50,39,0,Two-Year,No,1950
1075,58,185,3,Two-Year,No,10730
1076,51,150,2,Monthly,No,7650
1077,19,175,0,Annual,No,3325
1078,21,109,4,Annual,No,2289
1079,5,113,5,Monthly,No,565
1080,18,32,1,Annual,No,576
1081,28,85,2,Annual,Yes,2380
1082,42,56,5,Annual,No,2352
1083,22,196,3,Two-Year,No,4312
1084,21,85,8,Annual,No,1785
1085,6,55,4,Two-Year,No,330
1086,1,45,3,Annual,No,45
1087,5,94,1,Two-Year,No,470
1088,41,127,5,Monthly,No,5207
1089,12,187,9,Monthly,No,2244
1090,26,62,1,Annual,No,1612
1091,46,169,6,Two-Year,Yes,7774
1092,34,167,2,Monthly,Yes,5678
1093,49,27,8,Monthly,No,1323
1094,14,48,4,Monthly,No,672
1095,26,59,7,Monthly,Yes,1534
1096,45,177,5,Annual,No,7965
1097,27,147,9,Two-Year,No,3969
1098,9,103,7,Monthly,Yes,927
1099,26,135,2,Annual,No,3510
1100,57,163,2,Monthly,No,9291
1101,47,193,4,Monthly,No,9071
1102,57,81,9,Monthly,Yes,4617
1103,22,26,2,Monthly,Yes,572
1104,47,64,7,Annual,No,3008
1105,56,195,9,Two-Year,No,10920
1106,30,174,7,Annual,No,5220
1107,43,107,1,Annual,No,4601
1108,48,92,3,Annual,Yes,4416
1109,17,182,9,Monthly,No,3094
1110,26,198,0,Two-Year,No,5148
1111,36,56,3,Monthly,No,2016
1112,1,138,3,Annual,No,138
1113,8,76,9,Monthly,No,608
1114,49,27,8,Two-Year,No,1323
1115,35,114,2,Two-Year,No,3990
1116,52,136,1,Monthly,No,7072
1117,15,129,8,Annual,No,1935
1118,47,39,8,Monthly,No,1833
1119,56,143,0,Annual,Yes,8008
1120,22,72,5,Two-Year,Yes,1584
1121,14,138,9,Monthly,No,1932
1122,26,31,7,Two-Year,No,806
1123,28,196,2,Annual,No,5488
1124,23,36,8,Annual,No,828
1125,14,83,1,Monthly,No,1162
1126,24,61,5,Monthly,Yes,1464
1127,2,113,0,Monthly,No,226
1128,45,176,6,Two-Year,No,7920
1129,26,166,2,Annual,No,4316
1130,14,30,6,Annual,No,420
1131,59,117,3,Two-Year,No,6903
1132,56,197,8,Monthly,No,11032
1133,51,90,4,Monthly,No,4590
1134,7,127,2,Two-Year,Yes,889
1135,3,77,7,Annual,No,231
1136,47,53,5,Annual,No,2491
1137,23,39,1,Annual,No,897
1138,46,69,2,Annual,No,3174
1139,43,121,7,Two-Year,No,5203
1140,47,157,9,Annual,No,7379
1141,45,179,6,Two-Year,No,8055
1142,18,71,9,Monthly,No,1278
1143,58,34,5,Two-Year,No,1972
1144,38,103,0,Annual,No,3914
1145,35,150,8,Monthly,No,5250
1146,51,56,2,Two-Year,No,2856
1147,15,145,4,Two-Year,No,2175
1148,25,59,6,Two-Year,Yes,1475
1149,55,91,6,Monthly,No,5005
1150,37,59,2,Two-Year,No,2183
1151,28,75,3,Annual,No,2100
1152,10,170,9,Monthly,No,1700
1153,39,123,6,Monthly,No,4797
1154,57,158,7,Two-Year,No,9006
1155,17,129,1,Annual,No,2193
1156,39,155,8,Monthly,No,6045
1157,22,112,6,Two-Year,No,2464
1158,26,113,7,Annual,Yes,2938
1159,44,75,5,Two-Year,No,3300
1160,25,79,5,Two-Year,Yes,1975
1161,17,157,8,Monthly,No,2669
1162,13,58,3,Monthly,No,754
1163,20,47,4,Two-Year,No,940
1164,25,68,8,Monthly,Yes,1700
1165,4,183,0,Monthly,Yes,732
1166,10,144,3,Annual,No,1440
1167,3,32,6,Annual,No,96
1168,41,55,8,Two-Year,No,2255
1169,45,120,9,Two-Year,Yes,5400
1170,18,45,5,Two-Year,Yes,810
1171,47,105,7,Two-Year,No,4935
1172,36,23,8,Annual,Yes,828
1173,47,101,9,Monthly,No,4747
1174,22,185,3,Annual,No,4070
1175,34,146,0,Two-Year,Yes,4964
1176,47,107,7,Two-Year,Yes,5029
1177,8,146,1,Annual,Yes,1168
1178,40,139,0,Annual,No,5560
1179,49,41,6,Two-Year,No,2009
1180,44,149,9,Monthly,No,6556
1181,19,50,8,Two-Year,No,950
1182,42,138,8,Annual,No,5796
1183,41,30,2,Two-Year,Yes,1230
1184,37,65,5,Two-Year,No,2405
1185,6,115,6,Monthly,No,690
1186,52,29,9,Two-Year,No,1508
1187,26,187,8,Two-Year,No,4862
1188,34,147,1,Two-Year,No,4998
1189,59,171,7,Annual,Yes,10089
1190,56,118,6,Annual,No,6608
1191,59,191,3,Monthly,No,11269
1192,45,131,1,Two-Year,No,5895
1193,6,79,7,Annual,No,474
1194,37,106,4,Monthly,No,3922
1195,57,164,5,Two-Year,No,9348
1196,33,84,6,Monthly,No,2772
1197,53,76,9,Monthly,No,4028
1198,22,125,0,Monthly,No,2750
1199,21,28,7,Monthly,No,588
1200,6,41,3,Monthly,No,246
1201,6,160,8,Monthly,No,960
1202,55,108,0,Monthly,No,5940
1203,48,195,1,Two-Year,No,9360
1204,4,37,5,Two-Year,No,148
1205,30,134,9,Monthly,No,4020
1206,11,187,0,Two-Year,No,2057
1207,30,164,3,Monthly,Yes,4920
1208,31,162,7,Two-Year,No,5022
1209,24,125,9,Annual,No,3000
1210,55,34,4,Monthly,No,1870
1211,9,82,8,Annual,No,738
1212,55,186,5,Monthly,Yes,10230
1213,3,32,0,Monthly,No,96
1214,51,100,5,Annual,Yes,5100
1215,31,51,5,Annual,No,1581
1216,40,156,5,Annual,No,6240
1217,37,59,7,Monthly,No,2183
1218,36,167,5,Annual,No,6012
1219,24,101,4,Annual,No,2424
1220,31,96,1,Two-Year,No,2976
1221,6,95,3,Two-Year,Yes,570
1222,2,191,9,Annual,No,382
1223,20,57,4,Annual,No,1140
1224,28,90,9,Annual,Yes,2520
1225,11,67,3,Annual,No,737
1226,4,37,1,Two-Year,No,148
1227,15,163,6,Monthly,Yes,2445
1228,6,58,9,Annual,No,348
1229,54,108,9,Annual,Yes,5832
1230,49,81,1,Two-Year,No,3969
1231,30,160,0,Annual,No,4800
1232,56,128,4,Annual,No,7168
1233,38,100,0,Two-Year,No,3800
1234,51,153,0,Annual,Yes,7803
1235,57,96,0,Annual,No,5472
1236,2,109,5,Two-Year,No,218
1237,15,33,8,Monthly,Yes,495
1238,11,114,9,Annual,No,1254
1239,8,73,0,Annual,Yes,584
1240,26,151,4,Monthly,No,3926
1241,51,58,8,Two-Year,No,2958
1242,45,91,8,Monthly,Yes,4095
1243,44,44,0,Annual,No,1936
1244,5,96,7,Monthly,No,480
1245,6,179,0,Two-Year,No,1074
1246,26,185,7,Annual,No,4810
1247,54,139,0,Two-Year,Yes,7506
1248,4,72,4,Two-Year,No,288
1249,19,175,7,Monthly,No,3325
1250,20,150,5,Monthly,Yes,3000
1251,33,169,8,Two-Year,No,5577
1252,20,115,0,Two-Year,No,2300
1253,49,185,8,Annual,Yes,9065
1254,12,91,0,Two-Year,No,1092
1255,47,81,9,Two-Year,No,3807
1256,1,25,9,Monthly,Yes,25
1257,26,51,2,Two-Year,No,1326
1258,14,118,0,Two-Year,No,1652
1259,38,157,2,Monthly,Yes,5966
1260,37,150,1,Annual,No,5550
1261,11,95,1,Monthly,No,1045
1262,36,196,8,Monthly,No,7056
1263,13,78,7,Two-Year,No,1014
1264,43,50,0,Two-Year,No,2150
1265,3,112,3,Annual,Yes,336
1266,33,88,0,Two-Year,No,2904
1267,6,71,0,Annual,Yes,426
1268,50,108,3,Annual,No,5400
1269,56,146,1,Annual,Yes,8176
1270,10,188,2,Annual,No,1880
1271,5,50,8,Two-Year,No,250
1272,23,103,1,Monthly,No,2369
1273,10,146,3,Monthly,No,1460
1274,44,169,0,Two-Year,Yes,7436
1275,2,151,1,Two-Year,No,302
1276,13,32,4,Annual,No,416
1277,40,64,9,Two-Year,No,2560
1278,2,146,0,Monthly,No,292
1279,20,189,6,Two-Year,No,3780
1280,1,133,3,Two-Year,Yes,133
1281,37,196,5,Annual,No,7252
1282,9,39,7,Annual,No,351
1283,17,100,5,Annual,No,1700
1284,9,183,1,Annual,No,1647
1285,11,148,0,Monthly,No,1628
1286,15,162,7,Two-Year,No,2430
1287,24,36,7,Two-Year,Yes,864
1288,38,171,8,Annual,Yes,6498
1289,55,77,5,Monthly,No,4235
1290,35,91,0,Monthly,Yes,3185
1291,30,128,8,Two-Year,No,3840
1292,31,42,2,Annual,Yes,1302
1293,49,193,5,Two-Year,Yes,9457
1294,5,91,9,Two-Year,No,455
1295,44,27,9,Monthly,No,1188
1296,50,78,8,Monthly,No,3900
1297,14,130,2,Two-Year,No,1820
1298,53,32,4,Annual,No,1696
1299,56,186,4,Annual,No,10416
1300,11,175,9,Two-Year,No,1925
1301,9,35,6,Two-Year,No,315
1302,34,138,3,Annual,No,4692
1303,12,21,3,Annual,No,252
1304,35,164,6,Annual,Yes,5740
1305,35,49,8,Two-Year,Yes,1715
1306,1,122,3,Monthly,No,122
1307,40,32,3,Annual,No,1280
1308,22,115,5,Annual,No,2530
1309,29,113,5,Annual,No,3277
1310,8,101,6,Two-Year,No,808
1311,11,32,0,Monthly,No,352
1312,41,190,2,Monthly,No,7790
1313,37,113,8,Annual,No,4181
1314,14,168,5,Two-Year,No,2352
1315,30,131,5,Monthly,Yes,3930
1316,35,74,4,Two-Year,No,2590
1317,21,100,2,Monthly,No,2100
1318,37,187,4,Annual,No,6919
1319,5,135,0,Two-Year,No,675
1320,19,162,2,Annual,No,3078
1321,59,199,3,Monthly,Yes,11741
1322,14,127,4,Monthly,No,1778
1323,26,72,9,Annual,No,1872
1324,4,147,8,Monthly,Yes,588
1325,25,199,3,Annual,No,4975
1326,45,177,2,Annual,No,7965
1327,42,180,9,Annual,No,7560
1328,25,76,0,Monthly,No,1900
1329,18,71,9,Two-Year,Yes,1278
1330,40,156,5,Annual,No,6240
1331,8,130,6,Two-Year,No,1040
1332,39,20,9,Monthly,No,780
1333,40,63,7,Monthly,No,2520
1334,14,94,0,Two-Year,No,1316
1335,32,117,3,Annual,No,3744
1336,51,28,4,Monthly,No,1428
1337,38,51,1,Annual,No,1938
1338,33,34,0,Annual,No,1122
1339,23,159,7,Two-Year,No,3657
1340,15,155,5,Monthly,No,2325
1341,33,91,4,Two-Year,No,3003
1342,25,174,8,Monthly,No,4350
1343,17,31,1,Two-Year,Yes,527
1344,33,84,9,Monthly,No,2772
1345,47,126,7,Monthly,No,5922
1346,55,61,9,Monthly,No,3355
1347,2,134,8,Annual,No,268
1348,14,158,0,Annual,No,2212
1349,53,122,6,Two-Year,No,6466
1350,40,190,7,Two-Year,Yes,7600
1351,40,114,2,Monthly,No,4560
1352,51,36,3,Monthly,No,1836
1353,39,179,2,Annual,No,6981
1354,51,104,6,Annual,No,5304
1355,6,187,8,Annual,No,1122
1356,6,170,2,Two-Year,No,1020
1357,3,75,5,Annual,Yes,225
1358,7,153,7,Two-Year,No,1071
1359,51,105,5,Annual,No,5355
1360,8,197,1,Annual,No,1576
1361,42,121,6,Monthly,Yes,5082
1362,52,184,1,Two-Year,No,9568
1363,15,73,1,Annual,No,1095
1364,47,196,1,Monthly,Yes,9212
1365,29,134,0,Two-Year,No,3886
1366,33,158,0,Two-Year,Yes,5214
1367,52,107,6,Annual,No,5564
1368,30,68,4,Two-Year,No,2040
1369,39,168,2,Monthly,No,6552
1370,27,134,0,Monthly,No,3618
1371,36,82,9,Two-Year,No,2952
1372,29,123,5,Monthly,No,3567
1373,38,102,0,Two-Year,No,3876
1374,57,122,8,Monthly,No,6954
1375,33,175,1,Two-Year,No,5775
1376,37,36,0,Two-Year,No,1332
1377,27,25,6,Two-Year,No,675
1378,55,166,5,Monthly,Yes,9130
1379,33,47,5,Two-Year,Yes,1551
1380,4,57,4,Two-Year,No,228
1381,22,138,3,Annual,No,3036
1382,2,56,3,Annual,No,112
1383,10,134,2,Two-Year,No,1340
1384,5,87,9,Annual,No,435
1385,59,196,7,Two-Year,No,11564
1386,10,62,6,Annual,Yes,620
1387,33,183,8,Monthly,No,6039
1388,54,77,0,Monthly,Yes,4158
1389,38,32,6,Two-Year,No,1216
1390,13,71,9,Two-Year,No,923
1391,31,77,3,Monthly,No,2387
1392,47,51,6,Monthly,No,2397
1393,36,124,0,Annual,Yes,4464
1394,45,102,4,Two-Year,No,4590
1395,24,118,2,Monthly,No,2832
1396,52,123,4,Monthly,No,6396
1397,56,47,3,Two-Year,No,2632
1398,15,148,1,Annual,No,2220
1399,29,189,3,Annual,No,5481
1400,8,67,2,Annual,Yes,536
1401,5,59,0,Annual,Yes,295
1402,29,116,9,Monthly,Yes,3364
1403,47,133,7,Two-Year,No,6251
1404,4,151,4,Two-Year,No,604
1405,12,185,3,Monthly,No,2220
1406,45,174,9,Monthly,No,7830
1407,2,156,4,Monthly,Yes,312
1408,27,130,3,Two-Year,Yes,3510
1409,31,163,2,Two-Year,No,5053
1410,51,95,4,Two-Year,Yes,4845
1411,51,50,3,Annual,No,2550
1412,36,138,0,Monthly,No,4968
1413,36,161,2,Monthly,No,5796
1414,26,44,9,Monthly,No,1144
1415,43,53,9,Two-Year,No,2279
1416,27,86,7,Monthly,No,2322
1417,5,171,6,Monthly,Yes,855
1418,20,137,1,Annual,No,2740
1419,11,92,0,Two-Year,Yes,1012
1420,10,45,2,Monthly,Yes,450
1421,40,167,4,Two-Year,No,6680
1422,38,123,9,Two-Year,No,4674
1423,6,29,0,Two-Year,Yes,174
1424,8,86,2,Annual,Yes,688
1425,23,171,2,Two-Year,Yes,3933
1426,47,24,4,Two-Year,No,1128
1427,26,46,2,Two-Year,No,1196
1428,46,132,8,Monthly,Yes,6072
1429,43,34,0,Annual,No,1462
1430,12,182,3,Monthly,No,2184
1431,26,124,9,Annual,No,3224
1432,13,63,9,Annual,No,819
1433,40,45,3,Two-Year,No,1800
1434,18,194,0,Two-Year,No,3492
1435,25,181,1,Monthly,No,4525
1436,33,114,0,Annual,Yes,3762
1437,47,197,5,Two-Year,No,9259
1438,40,103,2,Two-Year,No,4120
1439,43,159,6,Two-Year,Yes,6837
1440,12,151,4,Two-Year,No,1812
1441,44,106,8,Monthly,Yes,4664
1442,36,195,6,Monthly,No,7020
1443,48,131,3,Two-Year,Yes,6288
1444,4,148,4,Two-Year,No,592
1445,5,108,4,Two-Year,No,540
1446,56,85,4,Two-Year,No,4760
1447,37,177,9,Two-Year,No,6549
1448,8,150,8,Annual,No,1200
1449,42,141,9,Annual,Yes,5922
1450,49,168,2,Annual,No,8232
1451,28,103,5,Annual,Yes,2884
1452,31,196,7,Two-Year,No,6076
1453,58,135,8,Annual,No,7830
1454,9,135,6,Annual,No,1215
1455,54,57,2,Monthly,No,3078
1456,51,162,0,Annual,Yes,8262
1457,29,129,3,Annual,No,3741
1458,14,199,5,Two-Year,No,2786
1459,40,65,2,Annual,Yes,2600
1460,41,44,0,Annual,No,1804
1461,22,40,5,Two-Year,No,880
1462,11,140,0,Annual,No,1540
1463,23,141,8,Two-Year,No,3243
1464,1,152,0,Annual,Yes,152
1465,46,89,5,Monthly,No,4094
1466,37,132,0,Monthly,No,4884
1467,21,126,6,Annual,Yes,2646
1468,26,131,2,Monthly,No,3406
1469,46,127,5,Two-Year,Yes,5842
1470,36,66,6,Annual,No,2376
1471,54,110,0,Two-Year,Yes,5940
1472,23,37,0,Monthly,No,851
1473,57,168,4,Two-Year,No,9576
1474,1,123,5,Monthly,No,123
1475,54,170,8,Monthly,Yes,9180
1476,55,59,0,Monthly,No,3245
1477,51,157,3,Two-Year,No,8007
1478,40,108,9,Monthly,No,4320
1479,15,199,7,Annual,No,2985
1480,21,80,9,Monthly,No,1680
1481,47,24,8,Annual,No,1128
1482,9,141,2,Annual,Yes,1269
1483,53,74,1,Annual,No,3922
1484,9,56,3,Annual,Yes,504
1485,10,75,1,Two-Year,No,750
1486,52,121,0,Annual,Yes,6292
1487,57,112,2,Monthly,No,6384
1488,53,92,6,Annual,No,4876
1489,26,78,0,Monthly,Yes,2028
1490,41,21,1,Two-Year,No,861
1491,35,123,0,Annual,No,4305
1492,52,70,7,Monthly,Yes,3640
1493,25,49,4,Two-Year,No,1225
1494,26,30,7,Two-Year,No,780
1495,11,127,2,Monthly,No,1397
1496,38,95,6,Annual,No,3610
1497,2,186,7,Two-Year,No,372
